tract_geoid,HTN_crude_prev,DM_crude_prev
08001009307,27.2,10.2
08011966702,38.3,15.1
08001008559,25,8.7
08041006901,24.7,7
08041003708,28.3,8
08059010212,27.9,8.8
08041004513,29.9,10.4
08041001902,33.8,12.8
08041000500,28.8,8.1
08059009846,30.5,8.5
08041007700,27.7,8.4
08043979100,37.7,13.7
08041003906,29.6,8.8
08041004502,27.2,8.7
08035014131,32.4,8
08041007104,27.5,7.8
08041004009,25.5,8.6
08059011710,26.4,7.8
08035014112,27.4,7.2
08031005001,27.2,9
08041005124,23.1,6.8
08031004309,19.7,5.6
08041006600,31.8,9.4
08031003703,17.1,4.9
08037000402,23.4,8.1
08059010206,28.6,8.5
08035014005,23.4,6
08059010308,24.1,6.7
08041001901,31.4,10.1
08031004104,24.9,7.9
08035014126,25.6,6.8
08041006501,29.2,11.5
08059009835,29,8
08031004602,26.3,12.4
08041005202,32.2,11.2
08043980200,28.8,10
08035014144,22.6,6.1
08031005104,24.5,8.1
08045951804,29.9,9.5
08035014123,26.9,7.3
08041007203,30.3,8.4
08059011731,23.6,6.8
08059011723,23.5,6.6
08059010902,27.2,9.3
08041002901,35,14.2
08059010604,27,8.5
08041005115,22,6.4
08045952001,24.1,8.3
08035014602,32.1,8.7
08031003101,20.3,5.9
08031004504,25.1,12.5
08031004113,16,4.3
08031004002,24.4,6.5
08031003603,22.3,7
08041006302,25.1,8.7
08041005120,25.4,7.6
08031003205,17.7,4.7
08059010306,29,8.5
08059009854,27,7.1
08031015500,15.1,4.4
08059009831,16.3,4.4
08031004108,18.3,5
08059011726,30.1,9
08041004702,25.9,7.5
08031008388,18.5,6.5
08041003402,34.9,10.3
08041003710,25.9,7.3
08045951701,24,7.4
08035014017,27.8,7.6
08059009842,28.3,7.8
08031004306,22.3,6.3
08049000205,28.4,8.3
08059011551,27.8,9.2
08039961208,28.7,8.3
08035014010,23.5,6.4
08031007090,26.8,8.8
08037000701,19.2,5.4
08031004102,29.6,11.3
08059009850,30.2,8.1
08031005503,26.6,9.1
08041005400,30.8,11.9
08041005502,30.2,10.7
08059009901,21.1,6.3
08041004602,34.4,11.6
08035014203,28.4,7.5
08031003901,26.6,7.4
08031004404,26.1,10.4
08059010100,25.9,7.9
08041002402,30.2,9
08041004708,24.9,7.2
08041003911,31.8,9.5
08059011712,29.6,8.3
08037000405,23.1,7.1
08041004506,33.7,11.8
08035014407,33.9,10.1
08041002700,31.9,10.8
08059011101,30.6,10
08041007603,26.4,7.7
08041000102,31.6,9.8
08031003701,19.6,5.5
08031002805,13.7,3.3
08041003706,28.6,8.2
08041004707,23,6.4
08035014108,27.4,7.2
08031004308,16.6,4.5
08035013915,30.7,8
08059011601,29.6,11.2
08041003912,23.9,6.8
08051963800,23.2,6.3
08031005300,26,7.5
08041005112,25,7.9
08045952004,26.7,8.8
08035014139,29.3,7.7
08035013905,23.7,6.1
08031004407,20.2,5.9
08043978300,31.2,10.2
08041001302,29.5,9.2
08037000703,21,6
08031015800,20.7,7
08041004519,24.8,7.9
08059009833,29.4,9.6
08031004403,20.4,6.7
08059009840,31.1,9
08041004501,26.7,8.8
08035013911,26.3,6.9
08035014013,23.4,5.9
08059009824,24.4,7.2
08041003308,22.1,6.8
08031006814,26.9,9.7
08049000207,28,8.3
08031004302,20.9,5.8
08041002501,32,9
08031004005,17.7,5.2
08041002000,30.5,10.2
08031006818,24.1,7.6
08043978600,32,11.6
08031007091,47.8,16.4
08059011402,26,8.8
08059009838,28.1,7.8
08059011102,28,10.3
08041001301,31.1,9.8
08059009847,28,7.5
08041003711,33.3,10.4
08059011602,29.2,10.8
08059010213,28.5,9.3
08041003802,14.7,2.4
08035014127,29,7.5
08059011709,28.1,8.8
08031011903,25.5,8.6
08041003702,31.3,8.8
08059009829,24.4,6.9
08031008389,21.9,7.7
08059010701,32.4,10.3
08041007502,30.2,8.7
08031004601,23.8,9.9
08031012016,22.6,7.4
08031007013,24.1,7.5
08031008312,25.1,10.3
08031007006,18.6,6.4
08059009852,30.5,8.7
08041002502,30.2,9.2
08031006810,25.4,8.3
08037000200,22.9,8.7
08059010304,28.2,7.9
08031002708,14.5,3.9
08041003001,27.5,8.6
08041003305,31.4,9
08031003002,20.3,5.5
08031003006,18.6,4.9
08041007301,27.6,7.6
08031002804,18.4,4.6
08041005114,27.9,9.5
08041004520,31.2,10.5
08041005900,30.3,9.4
08059009855,21.7,5.6
08035014142,33.3,8.7
08041005117,29.3,8.8
08039961204,28.8,8.7
08059010801,30.4,8.6
08035014006,23.7,6
08041007105,23.2,6.4
08035014143,24.6,6.5
08041001800,30.6,9.2
08041000900,28.2,8
08041004200,30.7,10.2
08035014141,27.8,7.4
08035014206,32.2,8.9
08041007106,24,6.5
08041000203,27.6,8.8
08031004103,23.7,7
08041000104,35.3,10.9
08031003902,21,5.8
08035013914,30.4,8
08031012010,24.2,7.3
08041002401,38.1,11.6
08041001400,30,9.2
08059010205,32.9,9.3
08031002802,14.7,3.8
08031002902,18.6,5
08035014208,26.3,7.2
08041004100,31.3,10.8
08041007900,38.4,11.1
08035014110,24.7,6.6
08035014125,25.2,6.4
08059009806,28.4,7.8
08041006301,28.2,9.9
08031003502,24.7,12.2
08043978100,33.1,11.3
08035014015,23.8,6.6
08039961206,30.5,9.1
08041005700,30.1,9.2
08035014132,24.5,6.4
08035013904,25.7,7.1
08045951803,24.2,7.5
08031003300,20.6,5.5
08059009827,24.8,7.4
08043978400,37.2,13.7
08031008390,23.9,9
08049000203,26.3,8.2
08041007402,30.2,8.6
08035014113,25,6.6
08041007302,30,8.6
08059009836,30.2,8.8
08037000505,22.7,7.2
08035014109,33.7,8.4
08041006200,29.8,10.7
08051963601,27.6,7.7
08059010504,31.4,8.6
08041003303,33.8,11.6
08041004403,11.4,2
08059011732,20.1,5.8
08031008387,24.7,10.6
08035014008,22.4,5.8
08059010405,24.4,7.4
08041007801,31.9,10.1
08041004603,22.8,6.7
08059009853,24.6,6.6
08041004402,9,1.2
08039961209,30.6,9.2
08059009823,25.5,7.4
08059009841,31.1,9
08049000206,33.8,9.9
08059010503,32,9.8
08059011733,22.7,6.5
08041006802,27.6,8.2
08059010001,24.1,7.2
08059011711,28.4,8.7
08037000702,24.3,6.9
08031004303,24.1,6.4
08041007103,26.2,7.6
08041004406,17.3,4.2
08031006701,14.6,3.7
08031004406,23.1,6.4
08035014408,31.3,8.2
08041006000,31.6,11.1
08041005602,30.2,9.2
08031004006,21.1,6.3
08031004603,23.1,9.1
08035014603,21.6,5.5
08031003501,24.7,11.5
08059011727,31.1,9.2
08041005123,34.4,11
08059010502,30.9,9.6
08059010402,28.2,9.3
08045951600,27.3,9.4
08035014205,25.8,6.6
08041005119,23.9,6.9
08059009834,27.3,8.4
08035014124,24.9,6.5
08035014503,27.8,7.6
08031004505,27.1,14.1
08031005200,22.8,6.6
08031005003,25.5,8.2
08041005800,32.3,9.7
08041005201,30,11.2
08037000404,28.9,10.9
08059010211,32.7,10.3
08059009858,31,8.9
08055960600,36.6,15.8
08031008306,28.4,12.4
08059011730,24.9,7.6
08041001104,29.9,9.6
08059009845,32,8.8
08031980200,17.4,5.4
08041004518,25,7.6
08035014135,25.1,6.3
08041002101,30,9.8
08045952100,29,9.7
08059010603,27.6,8.4
08059011202,25.4,7.7
08031004310,22.5,6.4
08059011701,30.1,9.1
08031004201,22.3,6.2
08041004008,14.2,3.2
08041007206,28.6,7.9
08035014140,27.3,7.5
08031004004,24.4,7
08059011721,26.4,7.2
08035014145,21.9,5.8
08051963900,32.7,9.9
08041006400,29.6,11.1
08035014404,32.3,8.4
08043980300,26.9,9.5
08041005501,28.7,8.7
08041003801,14.2,3.3
08041000301,33,11.3
08041008000,27.7,8.6
08041007602,31.1,8.7
08031015300,19.6,5.7
08041006701,33.7,10.3
08059010307,27.7,8.5
08035014114,27.6,7.8
08035014128,25.1,6.6
08031008304,26.1,11.4
08041007604,25.8,7.2
08031007037,25.4,9.5
08031006902,24.7,8.3
08031003003,13.5,3.6
08059011708,28.8,8.6
08041003712,31,9.6
08059011401,26.3,9.2
08041005116,28.7,8.9
08041005110,27.6,8.9
08035014007,21.9,5.9
08041002902,31.4,12.1
08035014016,23.3,6
08041001000,32.5,9.3
08041004706,25.2,7.4
08041003707,27.4,7.9
08031008386,23.5,10.3
08031002709,13.3,3.3
08031006815,20.6,5.5
08041004800,29,9.1
08031012001,30.2,9.5
08043980100,32.8,12.3
08041001700,28.4,9.5
08051963701,23.9,7.1
08041002300,35.7,13.1
08059010305,25.3,7.6
08049000100,30,9.7
08059009851,30.1,8.7
08041002200,29.5,9.9
08035014107,28.3,7.5
08059009857,25.5,7.4
08059009830,26.9,8.2
08057955600,37.9,13.2
08031006903,30.4,10.1
08041004404,16.1,3.7
08031004503,25.6,12.9
08055960901,38.8,13.2
08041001600,16.5,4.4
08059010403,27.6,9.2
08043979002,38.6,13.4
08037000401,23.2,7.5
08043978200,33.3,12.2
08031004801,23.5,8.3
08059009848,32.7,9
08031012015,21.2,7
08037000504,23.4,9.3
08035014300,34.5,9.8
08031003801,28.9,9
08041000800,33.1,11
08031003202,21.1,5.9
08041002102,31.3,11.5
08059011552,27,9.7
08059011803,26.8,9.5
08035014009,21.2,5.4
08037000600,22.3,7.2
08037000301,22.7,7.7
08045952003,25.1,7.7
08035014138,24.1,6.3
08035013912,28.6,7.9
08031005502,24.5,9
08039961207,30.2,9
08035014504,26.4,7.3
08041003401,34.1,10.3
08059009832,27,8.3
08059009856,26.8,8.8
08041005000,32.2,11.8
08041004703,29,8.8
08059011300,22.8,6.7
08059009839,27.4,8
08041004902,31.6,9.5
08031004111,16.9,4.7
08051963702,18.2,5.4
08037000100,20.6,7.4
08031002801,15.6,4
08031015400,20.1,6.6
08059010901,29.8,9.5
08059010406,24.6,8.5
08041005122,23.1,6.6
08041007401,30.9,8.6
08045951902,26.2,8.3
08031002901,14,3.4
08049000204,26.9,7.9
08043978800,33.3,11.4
08041006801,27,8.2
08041003910,32.4,10.2
08035014134,23,5.9
08051963602,29.5,8.9
08041007501,31.4,8.8
08041006502,27.7,10
08043978500,35.6,12.6
08039961100,33.8,10.6
08041004516,27.8,9.1
08043979400,36.2,13
08035014405,24.2,6.3
08035014146,22.4,5.9
08041004515,23.3,7
08059011702,29.4,9.1
08041004512,27.1,8.7
08031008305,25.1,11.4
08041003713,30.6,8.8
08059010303,29,8.3
08033000100,36.4,12.1
08059011720,28.9,8.2
08059009828,31,9.3
08041004901,30,10
08047013801,30.7,9.6
08059010702,24.4,8.1
08043979001,39.4,14.3
08031015600,23.8,10.5
08041004507,32.2,10.8
08059011729,25.8,8.2
08053973100,34.2,10
08041001500,28.7,8.9
08041003100,34.3,9.1
08041007802,27.5,8
08041000103,28.7,9
08031006816,25.4,8
08035013907,24.7,6.5
08037000501,26.4,8.5
08031003402,21.7,5.9
08059009815,26.6,7.4
08041007000,25.9,7.2
08031006812,25.7,7.6
08041000600,33,10.8
08035014014,20,5.2
08031003004,15.1,4.1
08041004701,31,10.1
08041005300,27.8,9.5
08041001101,34,12.3
08031007088,22.4,6.9
08041003913,33.8,10.4
08031008391,24.7,9.8
08041000302,34.5,12.6
08035014409,26.3,7
08041003705,29,8.3
08031004700,24.3,9.8
08031004110,19.2,5.9
08059011728,32.4,10.3
08059010210,30.4,9.1
08031003802,23.9,6.5
08031004112,20.1,5.6
08035014129,24.4,6.3
08031004101,25.8,9
08031004003,21.5,6
08041005113,25.1,7.5
08041003306,30.8,9.4
08041006100,27.3,10.1
08031003203,23.3,6.2
08041005118,26.1,7.8
08035014207,24.4,6.5
08041004405,15.9,3.6
08041004517,25.7,8
08045951802,27.9,8.6
08035013913,31.1,8.6
08031003601,19.8,7
08041006702,30.7,9
08031006817,27.7,8.5
08035014115,29.1,7.8
08035014604,23.1,5.8
08059010208,27.6,8.5
08041005125,29.1,9
08059010209,29.5,9.9
08041003914,25.4,7.1
08041005601,30.1,9.2
08031006804,19.7,5.3
08045951901,26.9,8.9
08031003702,17.1,4.7
08031003401,24.2,6.5
08059011725,28.8,8.1
08031005102,21.3,6.1
08041002801,36.9,14.9
08031004109,15.7,4.3
08037000502,20.9,6.3
08031011902,22.4,7.8
08035014133,23.3,5.9
08041000700,30.6,9.8
08059011724,26.3,7.5
08035014011,21.7,5.5
08035014505,29.5,8
08031004506,23.7,11.1
08055960902,39.9,13.1
08031003005,15.5,3.9
08031005004,25.6,8.5
08035013909,29.1,7.7
08037000302,27,8.6
08047013802,30.1,9.2
08041007205,21.4,5.9
08059011000,30.2,9.6
08031004307,20.7,6.3
08031004202,23.1,6.8
08041004601,30.8,9.5
08043979200,37,12.1
08031015700,22.5,8.4
08031003602,24.9,9.7
08059009807,30.9,9.2
08031003102,19.6,6.2
08035013910,25.2,6.6
08041000400,33.9,9.8
08031003204,13.4,3.3
08041007204,29.5,8.6
08041003307,28.8,9.2
08031006813,25.1,8.3
08041002802,24.2,7.5
08041003905,25.8,7.5
08045951702,27.7,9
08041004514,21.5,6.2
08041003002,29.3,9.3
08041006902,26,7.8
08035014506,27,7.1
08041004300,28.8,9.3
08035014116,18.7,4.6
08041005121,24.1,7.2
08035014130,23.2,6
08039961205,32.4,10.1
08041000202,29.4,9.2
08059009837,25.8,7.2
08035014410,23.9,6.1
08059012047,26,7.8
08123001905,29.1,12.2
08101002600,37.8,18
08087000100,36,12
08123002019,25.3,8
08071000800,31.4,10.8
08059012051,30.5,8.6
08101002200,35.2,16.2
08059012043,25.2,7.1
08101003004,29.4,9.6
08117000404,28.1,8.5
08101001200,35.8,18.2
08059012038,26,7.6
08069002803,25.6,8.1
08077001702,33.9,10.6
08077001502,31.3,9.3
08083969301,33.2,11.1
08117000203,22.2,6.2
08123001006,32,13
08123001406,26.9,9.1
08105976700,35.3,14.8
08069002805,34,9.9
08067940400,30.9,10.4
08117000202,24.3,8.7
08091967602,32.1,9.5
08123001412,32.9,10.9
08083969600,36.5,13.5
08067970703,27.3,8.4
08121924100,34,11.3
08077001403,30.2,8.6
08077000700,27.8,9.5
08077001102,32.9,10.4
08065961701,23.8,7.2
08123001415,28.7,9.4
08107000300,27.5,8.1
08067970900,25.9,7.8
08107000701,24.5,6.7
08117000102,27.3,8.7
08101001100,35.4,17.7
08085966501,36.8,11.9
08059980400,31.9,10.6
08069001111,28.1,8.5
08101002917,29.6,9.4
08069002300,27.3,7.5
08123002008,25,7.1
08123002101,23.9,7.6
08069001602,23.5,6.4
08101003600,36,15.6
08069001008,24.7,6.9
08069001107,21.1,5.7
08123002006,32.5,10.1
08123002502,30.9,10.6
08085966302,29.2,10.4
08069001605,18.3,4.7
08077001706,29.3,10.4
08077001900,34.8,10.9
08081000500,29.6,9.5
08069000700,17.8,4.4
08123001003,28.2,12
08081000600,42.2,16.4
08101002913,33.3,10.9
08077001705,30.3,10.6
08113968101,23.4,6.7
08059015900,26.6,9
08069000201,18,4.9
08059012058,31.2,9
08069001807,30.4,9.2
08069000901,24,6.6
08069001114,31.1,8.2
08123002105,25.1,7.7
08101003104,35.3,12.7
08069001608,23.5,6.5
08077001504,28.4,8.8
08107000800,26.5,7.4
08069001811,32.6,9.1
08075966300,36.2,12
08093000500,41,14.2
08123001411,29.9,9.5
08089968000,36,12.7
08103951200,28.1,8.5
08101002911,32,10.5
08073961800,36.8,12.5
08101002922,28.6,9.2
08077001104,31.5,11.3
08069001712,30,8.5
08077000802,30.7,10.7
08123001910,34.6,14.9
08123002210,22.6,6.2
08069001307,26.4,7.2
08069001606,22.2,6.1
08123000900,27.8,9.6
08095967700,35.8,11.5
08069001714,25.3,6.7
08097000404,27.8,8
08101000902,29.4,11.3
08069001010,34.4,9
08085966202,31.1,11.1
08069001003,23.4,6.8
08069001306,21.2,6.6
08069002005,28.2,8.9
08107000703,28.3,8.2
08085966502,33.5,10.4
08059011804,31.6,10.9
08083969100,31.3,9.8
08069001708,23.7,6.5
08125963200,33.1,12.3
08121924200,31.6,10
08089968600,33.6,14.4
08123001405,22.6,7.4
08099000700,36.4,14.8
08085966601,31.9,11.3
08117000301,26.8,7.7
08083969302,31.3,9.9
08101000400,31.7,12.4
08117000103,25.6,7.5
08069002507,26.3,7.8
08077001703,33.5,11
08059012027,32.2,9.3
08069001713,25.6,7.3
08115968300,37.3,12.7
08083941100,33.8,16.3
08105977002,30.4,10
08123001202,29.4,9.6
08069002504,30.2,9.3
08071000200,31.8,11.4
08069000100,23.3,6.8
08069002602,26.9,7.4
08123002015,23.9,7.1
08059012035,28.5,7.7
08123002208,23.8,6.8
08123001409,27,8.8
08123001408,35,11.3
08101002100,35.3,17.1
08119010112,35.7,11.3
08123002018,25.6,7.5
08069001104,22.5,6.3
08123000100,33.1,14.5
08123001909,30.5,11.7
08101002912,29.8,10.6
08105976800,34.5,13.1
08077001302,32.2,9.8
08069000600,12.1,2.1
08101003106,36.8,14.8
08101002808,30.7,10.2
08069001905,31.6,8.8
08097000403,25,6.7
08065961702,23.7,6.9
08087000500,30.8,11.5
08069000503,16.9,4.6
08077001103,30.3,9.4
08059011951,29.3,9.6
08085966402,32.7,10.5
08069002007,28.9,8.6
08059012032,30.1,8.4
08099000200,31.1,13.2
08101001600,34.7,11.9
08107000100,31.9,10
08123001906,31,12.3
08101000300,36.3,16.3
08069002601,31.8,9.3
08059015800,28.5,8.5
08113968200,33.4,11.1
08059012054,29.3,8.4
08077000500,20,6
08085966100,38.9,13.7
08119010110,31.8,9.6
08069000402,22.4,6.3
08069000802,29.7,8.8
08123000704,22.3,8.4
08059012044,24.2,6.8
08123002004,26.9,9.6
08101000800,35.7,17.4
08075966200,31.2,11
08101002300,32.2,13.7
08059012055,28.7,8.4
08059012031,29.5,8.3
08067970705,34.1,11.7
08123002009,22.5,6.2
08101002807,31.1,11.3
08071000500,35.4,14.6
08067970601,36.5,13.1
08123002020,24.2,7.4
08093000102,31.5,9.8
08059011904,25.6,7.9
08069001812,27.8,7.5
08101001900,29,10.9
08059060400,22,6.4
08119010109,33.9,10.1
08101001700,34,12.3
08117000406,22.4,6.7
08065961900,26.4,9.4
08059012024,28.1,7.8
08069002505,24.1,6.2
08093000300,27.1,8.1
08069002508,21.9,5.9
08089968100,42,22
08113968103,26.3,7.3
08107000400,25.2,8
08101002901,32.3,13.2
08123000402,27.4,10.2
08069001308,27.7,7.7
08123001201,27.2,10
08077001303,32.7,11
08101003500,42.4,20.6
08077001800,35.4,11.4
08087000200,29.4,9
08059012039,26,7.8
08069001304,31.9,13.1
08059012048,34.5,10.1
08117000405,22.9,6.5
08071000300,41.8,16.4
08077001404,33.8,9.4
08101003103,35.9,15.1
08123001800,29.3,10.3
08123001005,24.4,9
08067971000,25.3,7.9
08101001400,35.8,16.2
08123001700,30.9,11.5
08067971100,24.8,8.3
08125963100,29.4,9.3
08069002011,31,9
08069000902,22.4,5.9
08069001904,31.9,9.1
08069001009,26,6.8
08075966101,34,10.6
08085966401,46,16.3
08067940300,30.4,11.3
08069001112,26.8,8
08059012052,28,8.3
08087000300,33.8,12.6
08059060300,26.1,8.2
08077000602,27,9.1
08089968200,38.8,15.5
08123001414,27.3,8.9
08061960100,34.7,11.3
08059012059,28.1,8.2
08123000300,8.5,1.3
08077000400,29.8,9.6
08117000403,21.2,5.5
08123000600,33.3,15.4
08101002000,34.8,16.3
08101001000,32.1,14.5
08123002014,27.4,8.6
08103951100,32.3,10
08069001710,26.4,7.8
08123000401,29.2,9.8
08101003105,33.3,11.6
08077000300,28.8,9.3
08123002205,27.3,8.5
08085966301,31.1,11.1
08069001607,24.3,6.7
08077000801,29.5,10
08069001706,29.6,8.8
08069001106,22.9,6.6
08119010104,33.2,10.5
08069000202,21.6,5.9
08087000800,33.6,10.3
08093000101,29.8,8.9
08123001600,30.6,10.5
08069000504,17.7,4.8
08123001911,33.6,13
08113968102,24.7,7.5
08101003001,33.3,13.7
08069000401,22.8,6.5
08099000300,31.8,11.8
08123002016,29,10.2
08069001603,27.9,8.8
08069000505,20.5,6
08069001804,28.3,8.3
08107000600,26.4,7.7
08123002005,23.9,7.3
08123002108,28.1,8.9
08069000801,25,6.7
08123000703,27.7,12.7
08107000500,27.1,8.2
08069001808,34.8,10.3
08077001503,30,8.5
08069002804,34.2,10
08069002008,31.3,9.6
08077001200,34.2,10.7
08099000100,31.1,10
08071000100,38.3,16.1
08119010203,35.1,11.1
08123000701,31.4,15.1
08097000402,26,7.9
08101003200,33.6,12.2
08077000900,25.4,7.8
08123001300,29.4,12.6
08059012033,32.3,9.8
08101000200,29.6,12.1
08093000400,32.4,9.6
08095967600,33.7,12.2
08123001004,25.5,10.3
08123002021,30.9,9.7
08069002506,30.2,8.3
08077001600,32.3,9.2
08059012022,27,7.6
08123001416,33.2,10.9
08071000400,34,13.2
08069001707,28.7,8.9
08085966602,37.1,12
08073961700,29.1,9.4
08105977001,35.8,11
08063962100,31.9,11.1
08123001410,36.6,11.3
08089968500,34,11.5
08077001001,37.8,11.3
08123002007,25.8,7.6
08085966503,35.4,12.4
08101002916,32.6,11.8
08069001113,27.8,7.8
08101002500,33.8,14.7
08069001305,22.3,7
08069002503,32,9.7
08059012057,27.1,8
08099000600,34,12.8
08123002104,30.8,9.2
08059012026,29.1,8
08083969200,35.1,11.6
08059060501,23.7,6.4
08123001100,31.7,11.9
08101002923,30.3,9.8
08123002010,25.5,8.7
08123002203,25.2,7.4
08069000506,20.5,5.7
08101002802,36.6,13.9
08123001912,31.8,11.9
08101002801,32.6,12.5
08075966102,34.4,12.4
08077001304,31.5,11
08101002400,33.3,14.1
08059012053,28.8,8.3
08123001413,31.1,11.2
08087000400,30.8,10.3
08101000600,33.1,14.5
08085966201,32.8,10.5
08059011806,29.2,10.5
08117000201,27.9,9.3
08117000302,21.7,5.9
08059012060,23.4,6.6
08101001800,32.8,13
08101002700,32.2,12.8
08069002404,31.8,8.9
08069002700,27.8,8
08059012036,28.2,7.9
08119010108,32,9.5
08059012041,30.3,9.5
08069001109,23.2,6.5
08069000300,26.6,7.3
08123002017,29.5,9.1
08123002206,32.6,10.5
08089968300,34.3,13.1
08081000300,31.9,10.1
08069001004,25.9,6.7
08059012045,26.6,7.7
08059012049,29.8,8.6
08083969400,32.1,12.1
08123000705,34.7,13
08123002501,33.8,11.8
08123001914,29.4,9.9
08101000905,27.9,10.6
08093000200,29.8,8.9
08119010107,30.9,8.8
08069001813,28,8.1
08077000601,32.5,11.1
08109977700,33.5,15.5
08107000702,23.3,6.6
08069002010,32.2,8.9
08059011808,15.7,4.2
08101002915,29,9.9
08059012030,30.8,8.9
08123001913,25.8,9.3
08101000500,34.2,13.5
08123002012,26.8,8.1
08069001902,30.5,8.5
08059012023,28.4,8.4
08101002806,32.2,11
08069001711,26,7.2
08101002906,32.8,10.7
08059012034,32,8.8
08101000100,32.6,12.1
08123000200,16.7,5.2
08123002106,28.9,8.9
08101001500,34.3,13.4
08117000101,22.4,6.5
08123000501,33.9,18.1
08067970701,28.6,8.8
08077000200,26.9,8.6
08097000101,25.4,7
08069002801,35,10.1
08077001707,29.4,9.6
08123001404,31.8,12
08075966000,35.3,11.5
08059012037,28.9,8
08119010111,33.5,10.2
08087000700,33.2,11.4
08081000400,31.5,10.8
08059011807,22.7,6.5
08069001110,20.5,5.7
08123002013,25,7.5
08123002300,29.7,9.9
08123001407,23.1,7.1
08067970706,32.3,10.4
08069002403,31.4,8.7
08107000200,27.3,8.6
08077001002,31.3,9.1
08063962400,34.7,11.7
08101002914,28.4,10
08069001715,24.9,6.8
08059012046,27.2,8.2
08097000102,28,8.4
08069001007,25.5,7.2
08097000500,27.1,8.2
08089968400,35.2,12.6
08069001601,29,9.7
08111972600,31.9,10
08101002804,37.1,12.5
08123002011,23.6,7.2
08101002920,27.4,9.3
08083969000,35.5,12
08077001402,33.4,9.7
08067970800,21.3,6.5
08069002401,35.8,10.5
08069001901,29.7,8.8
08059012042,29,8.8
08123002207,23.8,6.8
08069001810,29.6,8.3
08059012050,26.7,7.8
08101000903,18.3,4.7
08101000904,35.2,13.4
08101002919,31.7,11.9
08123000800,25.7,9.9
08123000502,31.6,14.9
08123001417,28.1,10.1
08109977600,38.6,13.5
08075966400,30,9.4
08075965900,34,10.5
08123002204,30.3,9.1
08069001301,32.6,10.2
08091967601,36.9,11
08079973600,36.5,11.3
08067970602,27.8,8.7
08087000600,30.3,11.3
08101002921,28.4,9.7
08123002107,26.2,7.8
35001003001,36.4,13.2
35001000114,32.3,10.6
35001000127,34.1,11.5
35001000716,36.2,14.4
35001000704,33.2,11.5
35001001300,36.6,17.3
35001003729,33.5,9.3
35001000504,29.3,8.4
35001003733,33.6,13.6
35001000401,32.4,10
35001000601,35.4,11.8
35001003715,34.9,9.4
35001000204,32.7,11.1
35001000713,38.5,15.2
35001001102,32.6,10.9
35001000110,33.5,10.6
35001000605,36.5,15.1
35001003737,32.2,8.5
35001000115,32.3,10.5
35001003722,28.6,9
35001000112,33.9,9.1
35001002403,36.9,17
35001001500,31.6,11.9
35001003724,34.1,9.9
35001002000,28.7,10.9
35001000203,33.7,11.2
35001001101,33.5,9.9
35001000501,42.1,16.3
35001000908,38.4,17.8
35001000109,36.2,11.1
35001000718,33.9,12
35001003717,33,9.5
35001000116,32.7,9.5
35001001701,31.3,8.7
35001003728,30.3,8.8
35001000503,30.3,8.5
35001002302,34.8,15.1
35001000119,32.8,9.2
35001000905,38.3,15.8
35001001202,26.8,10.1
35001000712,35,12.9
35001000715,40.7,20.1
35001000118,30.7,9
35001000126,34.6,11
35001003707,37.4,13.2
35001000904,37.5,14.7
35001001800,16.4,4.1
35001002301,31.4,13.1
35001000108,34.2,10.7
35001000719,24.2,6.7
35001000122,35.2,11.2
35001003726,32.3,8.5
35001000123,33.6,11.1
35001003719,33.8,9.2
35001003725,36.1,12.1
35001000207,33.3,11.2
35001000711,33.9,10.1
35001001201,34.6,13.5
35001003712,34.5,10.2
35001000717,37.2,14.3
35001003202,36.5,14.7
35001000208,37.8,15.3
35001003736,30.7,10.2
35001003600,39.6,15.4
35001000714,33.5,11.7
35001000603,36.4,15.7
35001002404,34.1,14.9
35001003718,32.5,9.5
35001000907,40.5,18.9
35001000720,37,10.3
35001001400,37.3,16
35001003723,39.3,13.5
35001000107,38.6,11.4
35001000111,31,8.8
35001000402,32.1,9.4
35001002200,34.7,11.7
35001000113,32.3,9.7
35001000120,32.4,10.5
35001002100,28.7,9.8
35001003502,37.4,11.9
35001000906,39.5,16.3
35001003201,35.5,13.8
35001000124,37.7,14
35001003400,33.6,13.3
35001002700,32.8,11
35001002303,35.2,15
35001001702,23.8,7.1
35001003002,35.7,11.6
35001000117,35.4,11
35001002900,34.8,13.6
35001000300,31.1,9.2
35001003731,32.4,8.7
35001000129,35.7,12
35001000206,37,12.8
35001003501,35.9,13
35001000125,34.1,9.6
35001003730,32.9,9
35001002401,39.2,17.8
35001003100,37.6,12
35001000205,32.9,12
35001000121,37.8,13.1
35001000128,31.8,11
35001004603,35,13.5
35001004756,29.1,9
35045000614,30.1,11.7
35043010715,35.6,11.4
35001004762,30.9,12.5
35001004745,30.6,9.9
35001004900,27.4,8.5
35043010724,30.6,10.8
35035000401,36.1,12.6
35005001002,39.1,12.8
35031945201,34.5,16.5
35001003805,38.6,12
35001004735,29.1,12.5
35031944000,43,23.9
35001004761,27.9,10.3
35049001002,32.6,14.3
35013000203,36.3,15.6
35031945701,36.6,16.3
35001004800,35.5,13.3
35013001315,31.1,13.6
35013001311,28.3,10.2
35031943906,40.2,21.3
35025000703,29.4,9
35049001107,32.1,13
35045000702,32.7,11.6
35043010602,40.6,12.6
35049000400,39.7,11.9
35005000500,38.9,17.2
35047957300,31.3,13.5
35045000402,34.9,15.1
35013000901,41.2,21
35039000301,31.5,14.3
35031945503,35.6,15.4
35013001900,20.2,5.4
