GEOID,chapter
040019443021086,Nazlini Chapter
040019426001100,Dennehotso Chapter
040059422011075,LeChee Chapter
040059450002016,Tuba City Chapter
040059422022077,Kaibeto Chapter
040059450003115,Bodaway Chapter
040059450003116,Bodaway Chapter
040059450003129,Bodaway Chapter
040059422013048,Tonalea Chapter
040179400141064,Greasewood Chapter
040179400081079,Forest Lake Chapter
040019442023008,Chinle Chapter
040019427003008,Sweetwater Chapter
040019443022170,Tselani Chapter
040059422011126,Kaibeto Chapter
040019440001218,Sawmill Chapter
040019440002065,Fort Defiance Chapter
040019450021043,Wide Ruins Chapter
040179424001089,Shonto Chapter
040179400151060,Indian Wells Chapter
040019443021097,Nazlini Chapter
040019426001046,Dennehotso Chapter
040059450003137,Bodaway Chapter
040059450001259,Cameron Chapter
040059451002065,Leupp Chapter
040019449014088,Kinlichee Chapter
040059422023093,Inscription House Chapter
040019443021051,Chinle Chapter
040019450021100,Oak Springs Chapter
040019450023109,Houck Chapter
040019449021112,Steamboat Chapter
040019443013088,Many Farms Chapter
040019427001036,Teec Nos Pos Chapter
040059422013129,Tonalea Chapter
040059422022043,Kaibeto Chapter
040179400152266,Bird Springs Chapter
040059450003059,Bodaway Chapter
040059422012132,Coppermine Chapter
040019450013025,St. Michaels Chapter
040019441004017,Tsaile-Wheatfields Chapter
040019449021019,Steamboat Chapter
040019449021034,Low Mountain Chapter
040019443022174,Tachee Chapter
040179400103040,Piñon Chapter
040179425003028,Kayenta Chapter
040179400153009,Dilcon Chapter
040179400151098,Indian Wells Chapter
040059452003008,Tuba City Chapter
040019426001207,Chilchinbeto Chapter
040179424001047,Oljato Chapter
040179424002130,Chilchinbeto Chapter
040179423002052,Shonto Chapter
040179400152018,Teesto Chapter
040179400152148,Dilcon Chapter
040179400143079,Indian Wells Chapter
040179424001040,Oljato Chapter
040179400152308,Dilcon Chapter
040059422023123,Tonalea Chapter
040059422013122,Tonalea Chapter
040059422012200,Coppermine Chapter
040179400103021,Piñon Chapter
040179400142011,White Cone Chapter
040019441002045,Round Rock Chapter
040019441002024,Round Rock Chapter
040059452003016,Tuba City Chapter
040179400152317,Dilcon Chapter
040179400152224,Dilcon Chapter
040179400152234,Bird Springs Chapter
040019449023111,Wide Ruins Chapter
040059449001008,Tuba City Chapter
040059422012311,Coppermine Chapter
040019449013007,Ganado Chapter
040179400082010,Hard Rock Chapter
040019427001047,Teec Nos Pos Chapter
040019450022101,St. Michaels Chapter
040019450012033,St. Michaels Chapter
040059422023087,Inscription House Chapter
040019427002099,Rock Point Chapter
040019450023061,Houck Chapter
040019450023062,Houck Chapter
040019427004176,Red Valley Chapter
040019449024123,Cornfields Chapter
040059450001137,Bodaway Chapter
040019442012083,Chinle Chapter
040019427001095,Teec Nos Pos Chapter
040059450001302,Cameron Chapter
040059422023071,Tonalea Chapter
040019443021074,Nazlini Chapter
040019443021017,Chinle Chapter
040019449024099,Ganado Chapter
040019426002025,Dennehotso Chapter
040059450001371,Cameron Chapter
040019443022028,Tselani Chapter
040019427002119,Sweetwater Chapter
040019440001108,Sawmill Chapter
040019443013051,Many Farms Chapter
040019450023049,Houck Chapter
040019450023096,Houck Chapter
040019427003020,Sweetwater Chapter
040019449014118,Klagetoh Chapter
040019449013022,Ganado Chapter
040019449011039,Klagetoh Chapter
040019449023169,Klagetoh Chapter
040019442022010,Chinle Chapter
040019427002220,Rock Point Chapter
040019441005091,Lukachukai Chapter
040019442011009,Chinle Chapter
040019449022102,Cornfields Chapter
040019449011029,Wide Ruins Chapter
040019427002055,Mexican Water Chapter
040059422021123,LeChee Chapter
040059450001291,Cameron Chapter
040059422022107,LeChee Chapter
040019450022048,St. Michaels Chapter
040019426001134,Dennehotso Chapter
040019449011027,Wide Ruins Chapter
040059451004154,Coalmine Mesa Chapter
040179400103093,Piñon Chapter
040179400081045,Forest Lake Chapter
040059449001026,Tuba City Chapter
040059451002178,Leupp Chapter
040019443012032,Rough Rock Chapter
040019441004091,Many Farms Chapter
040179400152258,Bird Springs Chapter
040179400152262,Bird Springs Chapter
040059451002124,Bird Springs Chapter
040019427004065,Red Valley Chapter
040019441002014,Rock Point Chapter
040019450012041,St. Michaels Chapter
040179400152112,Tolani Lake Chapter
040179400132003,Jeddito Chapter
040179400142078,White Cone Chapter
040179400152063,Tolani Lake Chapter
040019427004002,Beclabito Chapter
040019443021096,Nazlini Chapter
040019426002019,Dennehotso Chapter
040059422012067,Coppermine Chapter
040019443013044,Many Farms Chapter
040019427002135,Rock Point Chapter
040019442021004,Chinle Chapter
040019450023020,Houck Chapter
040019449013002,Ganado Chapter
040019449023048,Klagetoh Chapter
040059450001131,Bodaway Chapter
040179400153072,Dilcon Chapter
040179400141068,Greasewood Chapter
040019442023058,Chinle Chapter
040019443012019,Rough Rock Chapter
040019449024043,Steamboat Chapter
040019440003011,Fort Defiance Chapter
040019440001274,Fort Defiance Chapter
040019440001273,Fort Defiance Chapter
040019443022155,Tselani Chapter
040019450014006,St. Michaels Chapter
040019440001180,Sawmill Chapter
040179400141104,Greasewood Chapter
040179423003004,Shonto Chapter
040179424001152,Kayenta Chapter
040019443021057,Nazlini Chapter
040019427002179,Rock Point Chapter
040019449014206,Klagetoh Chapter
040059451002079,Leupp Chapter
040059451003067,Tolani Lake Chapter
040179400152005,Teesto Chapter
040019441005098,Lukachukai Chapter
040019440001034,Crystal Chapter
040019443021062,Nazlini Chapter
040019441004034,Tsaile-Wheatfields Chapter
040019441004002,Lukachukai Chapter
040019449021145,Steamboat Chapter
040019441005050,Lukachukai Chapter
040019449012028,Kinlichee Chapter
040059422013003,Tonalea Chapter
040019450021033,Oak Springs Chapter
040019443021134,Nazlini Chapter
040019440001059,Sawmill Chapter
040019427001102,Red Valley Chapter
040019449014040,Kinlichee Chapter
040019443012107,Chinle Chapter
040019443012116,Tachee Chapter
040019443022079,Tselani Chapter
040179400153018,Dilcon Chapter
040179400082083,Hard Rock Chapter
040059422012316,Coppermine Chapter
040179400112014,Tachee Chapter
040059451004280,Cameron Chapter
040059450002064,Tuba City Chapter
040059422013088,Tonalea Chapter
040059450002060,Tuba City Chapter
040179400101008,Tachee Chapter
040179423002011,Shonto Chapter
040179400152165,Dilcon Chapter
040179400132049,Jeddito Chapter
040179423003028,Navajo Mountain Chapter
040179424001142,Kayenta Chapter
040179400112046,Piñon Chapter
040059422011093,LeChee Chapter
040179400111029,Black Mesa Chapter
040179400081013,Forest Lake Chapter
040179424002099,Chilchinbeto Chapter
040179424002127,Chilchinbeto Chapter
040019442012124,Chinle Chapter
040019441002001,Red Valley Chapter
040019427004203,Cove Chapter
040059451003050,Tolani Lake Chapter
040059452002000,Tuba City Chapter
040059422012074,Coppermine Chapter
040019427002035,Mexican Water Chapter
040019449012058,Kinlichee Chapter
040019440001192,Sawmill Chapter
040019427002247,Rough Rock Chapter
040019449012061,Kinlichee Chapter
040019449012024,Kinlichee Chapter
040019450012000,St. Michaels Chapter
040059450002017,Tuba City Chapter
040179400153031,Dilcon Chapter
040059450002040,Tuba City Chapter
040179400152092,Teesto Chapter
040179400113011,Piñon Chapter
040019450023033,Houck Chapter
040019450022079,St. Michaels Chapter
040019441004044,Tsaile-Wheatfields Chapter
040059422012283,Coppermine Chapter
040019442022000,Many Farms Chapter
040019442022016,Chinle Chapter
040059449001032,Tuba City Chapter
040019449013067,Ganado Chapter
040059422022139,Inscription House Chapter
040019442021005,Chinle Chapter
040019441003094,Tsaile-Wheatfields Chapter
040019451001103,Nahatadziil Chapter
040019450023056,Houck Chapter
040019450023045,Houck Chapter
040019427002203,Rock Point Chapter
040019449013053,Ganado Chapter
040019442021001,Chinle Chapter
040019427002223,Rock Point Chapter
040019440001063,Sawmill Chapter
040019440001087,Sawmill Chapter
040019442012047,Chinle Chapter
040019442022044,Chinle Chapter
040019427001108,Sweetwater Chapter
040019442021035,Chinle Chapter
040050021011011,LeChee Chapter
040059450001332,Cameron Chapter
040059422021088,Inscription House Chapter
040059422021096,Inscription House Chapter
040059450001089,Cameron Chapter
040179400152251,Bird Springs Chapter
040179400112064,Piñon Chapter
040019450022001,St. Michaels Chapter
040179400132019,Jeddito Chapter
040179400142115,White Cone Chapter
040019449023109,Wide Ruins Chapter
040019443021048,Nazlini Chapter
040019440002038,Fort Defiance Chapter
040019443022185,Tselani Chapter
040059422013120,Tuba City Chapter
040019450021093,Oak Springs Chapter
040019449011031,Wide Ruins Chapter
040019426001035,Dennehotso Chapter
040059450003160,Bodaway Chapter
040179400152177,Dilcon Chapter
040019440002074,Fort Defiance Chapter
040059422022115,Kaibeto Chapter
040019449012091,Kinlichee Chapter
040019449023136,Wide Ruins Chapter
040059451004252,Coalmine Mesa Chapter
040059451002067,Leupp Chapter
040059451003075,Tolani Lake Chapter
040059451004170,Coalmine Mesa Chapter
040179400103044,Piñon Chapter
040179400143032,Greasewood Chapter
040179400143015,Greasewood Chapter
040179400081018,Forest Lake Chapter
040019443012059,Rough Rock Chapter
040019449022017,Cornfields Chapter
040059422012114,Coppermine Chapter
040019427002211,Rock Point Chapter
040179400113084,Piñon Chapter
040179424001068,Shonto Chapter
040179424002082,Chilchinbeto Chapter
040179423003109,Shonto Chapter
040179400113017,Piñon Chapter
040179400152295,Bird Springs Chapter
040059451004282,Cameron Chapter
040059451004155,Coalmine Mesa Chapter
040059450001064,Bodaway Chapter
040179424002046,Dennehotso Chapter
040179400142107,White Cone Chapter
040179400081048,Forest Lake Chapter
040179424002059,Chilchinbeto Chapter
040059422021009,Navajo Mountain Chapter
040059422023082,Tonalea Chapter
040059450002075,Bodaway Chapter
040179400143080,Indian Wells Chapter
040059450001243,Bodaway Chapter
040179400103073,Piñon Chapter
040019427004045,Red Valley Chapter
040059422012157,Coppermine Chapter
040179400143107,Greasewood Chapter
040179400142091,White Cone Chapter
040179400152154,Dilcon Chapter
040179424001201,Kayenta Chapter
040019450021058,Oak Springs Chapter
040019443012013,Rough Rock Chapter
040019443013000,Round Rock Chapter
040019451001046,Nahatadziil Chapter
040179425002011,Kayenta Chapter
040179423003009,Kayenta Chapter
040179424001114,Kayenta Chapter
040059449001009,Tuba City Chapter
040059451003034,Tolani Lake Chapter
040019449011059,Wide Ruins Chapter
040019450023110,Houck Chapter
040019427002206,Rock Point Chapter
040019441005073,Lukachukai Chapter
040059422012256,Tuba City Chapter
040019441005080,Lukachukai Chapter
040019426002010,Dennehotso Chapter
040019443022111,Tselani Chapter
040059451004077,Coalmine Mesa Chapter
040019449021081,Jeddito Chapter
040019443012022,Rough Rock Chapter
040059422023048,Kaibeto Chapter
040019441002129,Round Rock Chapter
040059451002149,Bird Springs Chapter
040019441003095,Tsaile-Wheatfields Chapter
040019440001152,Nazlini Chapter
040019441001023,Lukachukai Chapter
040019426001068,Dennehotso Chapter
040019449014053,Kinlichee Chapter
040019442022026,Chinle Chapter
040019443022036,Tselani Chapter
040019441004061,Tsaile-Wheatfields Chapter
040019451001015,Nahatadziil Chapter
040059422013029,Tonalea Chapter
040059422022086,Kaibeto Chapter
040059450003169,Bodaway Chapter
040059450001173,Bodaway Chapter
040019449011053,Wide Ruins Chapter
040179423001004,Kayenta Chapter
040059422011118,Coppermine Chapter
040059451003029,Tolani Lake Chapter
040059451001088,Leupp Chapter
040179400102018,Low Mountain Chapter
040019443022143,Tselani Chapter
040019441003035,Tsaile-Wheatfields Chapter
040179400152263,Bird Springs Chapter
040179424002009,Dennehotso Chapter
040019427003088,Sweetwater Chapter
040019441002086,Round Rock Chapter
040019450022057,St. Michaels Chapter
040179424001066,Kayenta Chapter
040179400151026,Indian Wells Chapter
040019449022033,Greasewood Chapter
040059422012066,Coppermine Chapter
040019443013040,Many Farms Chapter
040019442023026,Chinle Chapter
040059449001029,Tuba City Chapter
040059422012069,Coppermine Chapter
040059451001097,Leupp Chapter
040059422013071,Tonalea Chapter
040059450001376,Cameron Chapter
040019449024119,Cornfields Chapter
040019449022131,Greasewood Chapter
040019449021128,Steamboat Chapter
040059422013092,Tonalea Chapter
040059422013114,Tonalea Chapter
040059422023086,Tonalea Chapter
040059450001066,Bodaway Chapter
040059422013064,Tuba City Chapter
040059450001238,Bodaway Chapter
040179400081063,Black Mesa Chapter
040179400081073,Black Mesa Chapter
040019449012021,Kinlichee Chapter
040019440001270,Fort Defiance Chapter
040019443022154,Tselani Chapter
040019450014000,St. Michaels Chapter
040179400141103,Greasewood Chapter
040059422012281,Coppermine Chapter
040019442012116,Chinle Chapter
040019443021132,Nazlini Chapter
040019449022136,Greasewood Chapter
040019450014012,St. Michaels Chapter
040019450014010,St. Michaels Chapter
040059422013010,Tonalea Chapter
040050022013351,Cameron Chapter
040059422012293,Coppermine Chapter
040019449024115,Ganado Chapter
040019449023056,Klagetoh Chapter
040019440002062,Fort Defiance Chapter
040019449013088,Ganado Chapter
040019427003058,Sweetwater Chapter
040179400143012,Greasewood Chapter
040179400141061,Greasewood Chapter
040179400102050,Low Mountain Chapter
040179400152184,Dilcon Chapter
040179424001147,Kayenta Chapter
040059451001046,Leupp Chapter
040179400153037,Dilcon Chapter
040179424002133,Kayenta Chapter
040059451002089,Leupp Chapter
040059422013019,Tonalea Chapter
040059422012306,Coppermine Chapter
040059422012092,Coppermine Chapter
040179424001168,Kayenta Chapter
040179400082035,Hard Rock Chapter
040059450001147,Bodaway Chapter
040179400142124,White Cone Chapter
040179400142037,White Cone Chapter
040179400113048,Hard Rock Chapter
040179425003042,Kayenta Chapter
040019450023089,Houck Chapter
040059422012021,Coppermine Chapter
040179400101011,Whippoorwill Chapter
040179424002051,Chilchinbeto Chapter
040179400141122,Indian Wells Chapter
040059450002037,Tuba City Chapter
040059422012173,Coppermine Chapter
040019443011025,Many Farms Chapter
040019427002007,Red Mesa Chapter
040019450022010,St. Michaels Chapter
040059451003066,Leupp Chapter
040179400081108,Forest Lake Chapter
040179400113060,Hard Rock Chapter
040179423003121,Kayenta Chapter
040179424002071,Chilchinbeto Chapter
040019449011044,Wide Ruins Chapter
040019450021153,Oak Springs Chapter
040019441002166,Round Rock Chapter
040059450002008,Tuba City Chapter
040019440001254,Fort Defiance Chapter
040019443011063,Many Farms Chapter
040019449014096,Kinlichee Chapter
040019449012070,Kinlichee Chapter
040019449012149,Kinlichee Chapter
040019451001013,Lupton Chapter
040019427002243,Rock Point Chapter
040019427003109,Sweetwater Chapter
040059422023050,Kaibeto Chapter
040019449013012,Ganado Chapter
040019427004025,Red Valley Chapter
040019440001153,Nazlini Chapter
040019449021126,Steamboat Chapter
040019442012046,Chinle Chapter
040019441004116,Tsaile-Wheatfields Chapter
040019440002047,Fort Defiance Chapter
040019449014184,Wide Ruins Chapter
040019442021036,Chinle Chapter
040019427002150,Rock Point Chapter
040059450001292,Cameron Chapter
040059422022094,Kaibeto Chapter
040059422023075,Tonalea Chapter
040179400081010,Forest Lake Chapter
040179400081032,Forest Lake Chapter
040059450003002,Bodaway Chapter
040059422011127,Kaibeto Chapter
040059422011108,Coppermine Chapter
040059449001037,Tuba City Chapter
040019443013069,Many Farms Chapter
040179424002006,Dennehotso Chapter
040179424001176,Kayenta Chapter
040059451002109,Leupp Chapter
040019427002172,Rock Point Chapter
040179400142081,White Cone Chapter
040179400151029,Indian Wells Chapter
040179400082050,Hard Rock Chapter
040059422011102,Coppermine Chapter
040019442012134,Chinle Chapter
040059450002052,Tuba City Chapter
040059422011069,Coppermine Chapter
040059422012184,Coppermine Chapter
040019441003091,Tsaile-Wheatfields Chapter
040019450023021,Houck Chapter
040019449011065,Wide Ruins Chapter
040059450002027,Tuba City Chapter
040059450003159,Bodaway Chapter
040059450001026,Bodaway Chapter
040059422022038,Kaibeto Chapter
